raw_normalized,exemplo_bruto,qtd_instalacoes,soma_kw,pct_do_total_kw,correcao_marca
WPOWER SOLAR,WPOWER SOLAR,1,7.5,1.4859434168985236e-05,
XP 450W 72MT,XP-450W-72MT,1,7.5,1.4859434168985236e-05,
TOPSOM,TOPSOM,1,7.5,1.4859434168985236e-05,
TOUGWEI,TOUGWEI,1,7.5,1.4859434168985236e-05,
114 BEYONDSUN,114 BEYONDSUN,2,7.5,1.4859434168985236e-05,
TSUN POWER SOLAR BYD,TSUN POWER | SOLAR BYD,1,7.5,1.4859434168985236e-05,
PHONO LONGI,PHONO | LONGI,1,7.5,1.4859434168985236e-05,
PHONO SOLAR 132 HONOR SOLAR,54 - PHONO SOLAR / 132 - HONOR SOLAR,1,7.5,1.4859434168985236e-05,
JA SOLAR JAM72S30 535MR,JA SOLAR/JAM72S30 535MR,1,7.5,1.4859434168985236e-05,
PAINEL SOLAR MONOCRISTALI,Painel Solar Monocristali,1,7.5,1.4859434168985236e-05,
CS3W 435MS,422 - CS3W-435MS,1,7.5,1.4859434168985236e-05,
RMS 144 6 410M,RMS 144-6-410M,1,7.5,1.4859434168985236e-05,
LON6I,LON6I,1,7.5,1.4859434168985236e-05,
RSM150 8 500M 2221 HY M16 144H 600W,585 - RSM150-8-500M;2221 - HY-M16-144H-600W,1,7.5,1.4859434168985236e-05,
9 92,9.92,1,7.5,1.4859434168985236e-05,
ERA RCG6HD610M,ERA-RCG6HD610M,1,7.5,1.4859434168985236e-05,
QXPV SL370TU 36MD 370W,QXPV / SL370TU-36MD 370W,1,7.5,1.4859434168985236e-05,
JAM72D30 535 MB,JAM72D30-535/MB,1,7.5,1.4859434168985236e-05,
DHN 72X16 D G,DHN_72x16/D G,1,7.5,1.4859434168985236e-05,
MOB FOTOV,MOB FOTOV,1,7.5,1.4859434168985236e-05,
RC66HD620,RC66HD620,1,7.5,1.4859434168985236e-05,
510,510,1,7.5,1.4859434168985236e-05,
CD ITAPEVI,CD ITAPEVI,1,7.5,1.4859434168985236e-05,
RISEB SOLAR,Riseb Solar,1,7.5,1.4859434168985236e-05,
SIN ENERGY,SIN ENERGY,1,7.5,1.4859434168985236e-05,
7 5KTLM,7.5KTLM,1,7.5,1.4859434168985236e-05,
YISOLAR,YiSolar,1,7.5,1.4859434168985236e-05,
TSUAI SOLAR,TSUAI SOLAR,1,7.5,1.4859434168985236e-05,
PAINEL SOLAR TRINASOLAR ALDO SOLAR TSM,Painel Solar Trinasolar Aldo Solar Tsm,1,7.5,1.4859434168985236e-05,
LEAPTN,LEAPTN,1,7.5,1.4859434168985236e-05,
AUTORA PRO,Autora Pro,1,7.5,1.4859434168985236e-05,
PAINEL SOLAR TCL,PAINEL SOLAR TCL,1,7.5,1.4859434168985236e-05,
1 JINKO SOLAR 2 HONOR SOLAR,1 JINKO SOLAR / 2 HONOR SOLAR,1,7.5,1.4859434168985236e-05,
DAH SOLAR EXISTENTE HONOR SOLAR NOVO,DAH SOLAR (EXISTENTE) / HONOR SOLAR (NOVO),1,7.5,1.4859434168985236e-05,
TSM 18M 500,TSM-18M 500,1,7.5,1.4859434168985236e-05,
JRISEN,JRISEN,1,7.5,1.4859434168985236e-05,
RSM 150 8 500M,RSM 150-8-500M,1,7.5,1.4859434168985236e-05,
HEDIUS,HEDIUS,1,7.5,1.4859434168985236e-05,
JINKO E HONOR SOLAR,Jinko e Honor Solar,1,7.5,1.4859434168985236e-05,
DAHSOLAR DHM 72X10550W,DAHSOLAR / DHM-72X10550W,1,7.5,1.4859434168985236e-05,
LP182182 M 72 NB 585W,LP182182-M-72-NB-585W,1,7.5,1.4859434168985236e-05,
ELGIN DMEGC,ELGIN + DMEGC,1,7.5,1.4859434168985236e-05,
LEAPTONLP182 M 72,LEAPTONLP182-M-72,1,7.5,1.4859434168985236e-05,
W,w,1,7.5,1.4859434168985236e-05,
LEAPTON SOLAR DAH CANADIAN,Leapton Solar/DAH CANADIAN,1,7.5,1.4859434168985236e-05,
ZEENCHINE,ZEENCHINE,1,7.5,1.4859434168985236e-05,
JINKO SOLAR QSOLAR,JINKO SOLAR | QSOLAR,1,7.5,1.4859434168985236e-05,
LP182 210 M 66 NB 620,LP182-210-M-66-NB-620,1,7.5,1.4859434168985236e-05,
NY SOLAR,NY SOLAR,1,7.5,1.4859434168985236e-05,
JA 610W,Ja 610w,1,7.5,1.4859434168985236e-05,
ENERGY INFINITY,Energy Infinity,1,7.5,1.4859434168985236e-05,
TNGWEI,TNGWEI,1,7.5,1.4859434168985236e-05,
SOPRANO JY460,SOPRANO / JY460,1,7.5,1.4859434168985236e-05,
N TYPE EF,N-TYPE EF,1,7.5,1.4859434168985236e-05,
GPOWER,GPOWER,1,7.5,1.4859434168985236e-05,
PULILING ENERGY,PULILING ENERGY,1,7.5,1.4859434168985236e-05,
PAINELLEAPTONMONOHALF CELL,PAINELLEAPTONMONOHALF-CELL,1,7.5,1.4859434168985236e-05,
ALDORIDOMINGOS GMAIL COM,ALDORIDOMINGOS@GMAIL.COM,1,7.5,1.4859434168985236e-05,
SPDG625 N144RX10,SPDG625-N144RX10,1,7.5,1.4859434168985236e-05,
AVP ADVANCED VISION PROJECT,AVP – Advanced Vision Project,1,7.5,1.4859434168985236e-05,
GRAND SUNENERGY,GRAND SUNENERGY,1,7.5,1.4859434168985236e-05,
GRANDSUNERGY,GrandSunergy,1,7.5,1.4859434168985236e-05,
BYD EUROPE B V LEAPTON SOLAR,BYD EUROPE B.V. | LEAPTON SOLAR,1,7.5,1.4859434168985236e-05,
QSOLAE,QSOLAE,1,7.5,1.4859434168985236e-05,
HMB144T10 585,2487 - HMB144T10 - 585,1,7.5,1.4859434168985236e-05,
LONGI RONMA,(LONGI  | (RONMA ,1,7.5,1.4859434168985236e-05,
QOLAR,QOLAR,1,7.5,1.4859434168985236e-05,
AH,AH.,1,7.5,1.4859434168985236e-05,
HUASUN HJT N TYPE 610W,HUASUN HJT N TYPE 610W,1,7.5,1.4859434168985236e-05,
HUASUN JA SOLAR,"HUASUN, JA Solar",1,7.5,1.4859434168985236e-05,
HUASUNENERGY,HUASUNENERGY,1,7.5,1.4859434168985236e-05,
RRISEN,Rrisen,1,7.5,1.4859434168985236e-05,
7 49,"7,49",1,7.49,1.4839621590093255e-05,
BEYOUNDSUN TSBHM 144 535W,Beyoundsun/ TSBHM-144- 535W,1,7.49,1.4839621590093255e-05,
BELENERGY MFVOS MO 144 535W,BELENERGY / MFVOS-MO-144-535W,1,7.49,1.4839621590093255e-05,
JA SOLAR JAM72S30 535W MR,JÁ SOLAR JAM72S30 535W MR,1,7.49,1.4839621590093255e-05,
JA SOLAR JAM72S30 535 MR,JÁ SOLAR/ JAM72S30-535/MR,1,7.49,1.4839621590093255e-05,
BYDSOLARSOLAR N SOLAR,BYDSOLARSOLAR N SOLAR,1,7.49,1.4839621590093255e-05,
ERASOLAR ERA,ERASOLAR ERA,1,7.48,1.4819809011201275e-05,
SUPRO,SUPRO,2,7.48,1.4819809011201275e-05,
STUN,STUN,2,7.48,1.4819809011201275e-05,
OPUS SOLAR INDUSTRIA COMERCIO,OPUS SOLAR INDUSTRIA COMERCIO ,1,7.48,1.4819809011201275e-05,
ASTRO ENERGY CHSM 72N DG F BH SERIES 182 575W,ASTRO ENERGY CHSM-72N(DG)/F-BH - SERIES 182 (575W,1,7.48,1.4819809011201275e-05,
SUN 72M H8 535W,SUN 72M-H8 535W,2,7.48,1.4819809011201275e-05,
ZTROOM,ztroom,1,7.48,1.4819809011201275e-05,
RISEN SOLAR HOMOLOGADO ASTRONERGY AMPLIACAO,RISEN SOLAR (HOMOLOGADO) + ASTRONERGY (AMPLIAÇÃO),1,7.47,1.4799996432309294e-05,
HONOR CANADIAN CANADIAN,HONOR | CANADIAN | CANADIAN,1,7.46,1.4780183853417314e-05,
RENOVIGI ENERGIA SOLAR LTDA,RENOVIGI ENERGIA SOLAR LTDA,2,7.45,1.4760371274525332e-05,
RESSUM,Ressum,1,7.44,1.4740558695633354e-05,
MODULO TCL 620WP,MÓDULO TCL 620WP,1,7.44,1.4740558695633354e-05,
TCL 620WP,TCL 620WP,1,7.44,1.4740558695633354e-05,
JAN72D42,JAN72D42,1,7.44,1.4740558695633354e-05,
SCHUTTEN 465W,SCHUTTEN 465W,1,7.44,1.4740558695633354e-05,
LEAPTPN PAHTHER,LEAPTPN PAHTHER,1,7.44,1.4740558695633354e-05,
RISENR,RISENR,2,7.42,1.4700933537849391e-05,
335PHK 36 MFVOS MO 144 550W,335PHK-36 + MFVOS-MO-144-550W,1,7.42,1.4700933537849391e-05,
JKM530M 72HL4,1293 - JKM530M-72HL4,1,7.42,1.4700933537849391e-05,
JAYA,JAYA,2,7.42,1.4700933537849391e-05,
ENSOLAR ENERGIA,ENSOLAR ENERGIA,1,7.41,1.4681120958957413e-05,
ASTROENERGY CHSM78N DG F 8H,ASTROENERGY CHSM78N(DG)F-8H,1,7.41,1.4681120958957413e-05,
ERRA SOLAR,Erra solar,2,7.41,1.4681120958957413e-05,
507398,507398,1,7.41,1.4681120958957413e-05,
ERA SOLAR TOP COM,ERA SOLAR TOP COM,1,7.41,1.4681120958957413e-05,
BELENERGYN SOLARSOLARLLCTRINA SOLAR,BELENERGYN SOLARSOLARLLCTrina Solar,2,7.4,1.4661308380065432e-05,
BYD LONGI HANERSUN,BYD + LONGI + HANERSUN,1,7.4,1.4661308380065432e-05,
CANADIAN SOLAR ZNSHINE SO,CANADIAN SOLAR ZNSHINE SO,1,7.4,1.4661308380065432e-05,
LORGI,LORGI,2,7.4,1.4661308380065432e-05,
ASTROENERGY CHSM72M HC 375,AstroEnergy CHSM72M-HC-375,2,7.4,1.4661308380065432e-05,
QX PN SOLAR,qx pn solar,1,7.4,1.4661308380065432e-05,
CANADIAN SOLAR 12 LEAPTON,CANADIAN SOLAR / 12*LEAPTON,1,7.4,1.4661308380065432e-05,
CANADIANSO,CanadianSo,1,7.4,1.4661308380065432e-05,
RISENTRINA,RISENTRINA,2,7.4,1.4661308380065432e-05,
ODEX 550W,ODEX 550W,2,7.4,1.4661308380065432e-05,
CANADIAN YINGLI,CANADIAN YINGLI,2,7.4,1.4661308380065432e-05,
7 4,"7,4",1,7.4,1.4661308380065432e-05,
SUNOVAXPOWER,SUNOVAxpower,1,7.4,1.4661308380065432e-05,
TCL ZHONGHUAN,TCL ZHONGHUAN,1,7.38,1.462168322228147e-05,
ZNSHINE ASTRONERGY,ZNSHINE / ASTRONERGY,1,7.38,1.462168322228147e-05,
FRIPT,FRIPT,2,7.38,1.462168322228147e-05,
3 69,"3,69",2,7.38,1.462168322228147e-05,
TSM 410 DEG15MC 20II,TSM-410.DEG15MC.20II,1,7.38,1.462168322228147e-05,
BEL ENERGY BEL460W,Bel Energy/ Bel460W,1,7.36,1.4582058064497509e-05,
GWOWATT,GWOWATT,2,7.36,1.4582058064497509e-05,
HONORSOL AR,HONORsol ar,1,7.36,1.4582058064497509e-05,
GODWE,godwe,1,7.36,1.4582058064497509e-05,
DMEC SOLAR,DMEC SOLAR,3,7.36,1.4582058064497509e-05,
ASTRONERGYSOLARSOLAR,ASTRONERGYSOLARSOLAR,2,7.36,1.4582058064497509e-05,
7 36,"7,36",1,7.36,1.4582058064497509e-05,
BYD HALF CELL RENESOLA,BYD HALF CELL + RENESOLA,1,7.36,1.4582058064497509e-05,
BELERNERGY MFVHO MO 120 460W,BELERNERGY MFVHO-MO-120-460W,1,7.36,1.4582058064497509e-05,
TECHEN TECHINOLOGIES BRASIL COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA,193 - TECHEN TECHINOLOGIES (BRASIL) COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA,1,7.35,1.456224548560553e-05,
BALFAR LONGI,BALFAR + LONGI,1,7.34,1.4542432906713548e-05,
CSUN X POWER,CSUN  X POWER,1,7.32,1.450280774892959e-05,
MONOFACIAL N TYPE,MONOFACIAL N-TYPE,1,7.32,1.450280774892959e-05,
DMERC SOLAR,DMERC SOLAR,1,7.32,1.450280774892959e-05,
JA JAM72S30 540W,JÁ / JAM72S30-540W,2,7.32,1.450280774892959e-05,
FRAME X,FRAME X,1,7.32,1.450280774892959e-05,
SUSOVA,SUSOVA,1,7.32,1.450280774892959e-05,
RENOVIGI ZXM6 NH144 430 M,Renovigi/ZXM6-NH144-430/M,2,7.3100000000000005,1.4482995170037608e-05,
LEAPT SOLAR,LEAPT SOLAR,1,7.3,1.4463182591145629e-05,
SOLPLANET JMPV X1 72 560,SOLPLANET JMPV-X1/72-560,1,7.3,1.4463182591145629e-05,
RISEN JA INSTALADO HONOR NOVO,RISEN (JÁ INSTALADO) / HONOR (NOVO),1,7.3,1.4463182591145629e-05,
GOIN,GOIN,1,7.3,1.4463182591145629e-05,
SOLARGIGA JMPV,SOLARGIGA JMPV,1,7.3,1.4463182591145629e-05,
JAJAM72D30,JÁJAM72D30-,1,7.3,1.4463182591145629e-05,
Q POWER L G5 365W,Q.Power L-G5 365W,1,7.3,1.4463182591145629e-05,
14 CANADIAN 8 HELIUS,14 CANADIAN;8 HELIUS.,1,7.3,1.4463182591145629e-05,
SUNERGY INIMEX,SUNERGY / INIMEX,1,7.3,1.4463182591145629e-05,
SOLAAR N PLUS,SOLAAR N PLUS,1,7.3,1.4463182591145629e-05,
SOLPLNAET,SOLPLNAET,1,7.3,1.4463182591145629e-05,
SOLARGIGA JMPX X1 72 550 560,SOLARGIGA JMPX-X1/72-550~560,1,7.3,1.4463182591145629e-05,
SOLARGIGAENERGIA,SOLARGIGAENERGIA,1,7.3,1.4463182591145629e-05,
EMPALUX LEAPTON,EMPALUX / LEAPTON,1,7.3,1.4463182591145629e-05,
SOLARGIGA JMPV X1 72 550 575,SOLARGIGA JMPV-X1/72-550~575®,1,7.3,1.4463182591145629e-05,
RUNENEREGY,RUNENEREGY,1,7.3,1.4463182591145629e-05,
HELIUS GENESIS HANERSUN,HELIUS GENESIS / HANERSUN,1,7.3,1.4463182591145629e-05,
AMERISOLR,AMERISOLR,2,7.3,1.4463182591145629e-05,
8000479437,8000479437,1,7.3,1.4463182591145629e-05,
JINKO RENESOLA,JINKO / RENESOLA,1,7.3,1.4463182591145629e-05,
RUNERFY RUENERGY 550W P TYPE,RUNERFY RUENERGY 550W P-TYPE,1,7.3,1.4463182591145629e-05,
DMEGG SOLAR DM585M10T B72HSW,DMEGG SOLAR DM585M10T -B72HSW,1,7.3,1.4463182591145629e-05,
DMEGCE,DMEGCE,1,7.3,1.4463182591145629e-05,
DMEGC SOLAR LONGI SOLAR CANADIAN SOLAR INC,DMEGC SOLAR | LONGI SOLAR | CANADIAN SOLAR INC.,1,7.3,1.4463182591145629e-05,
LEPAPTON SOLAR LP182 199 M66 NH,LEPAPTON SOLAR LP182*199-M66-NH,1,7.3,1.4463182591145629e-05,
SUNTECH 115 LEAPTON SOLAR,SUNTECH / 115 - LEAPTON SOLAR,1,7.3,1.4463182591145629e-05,
GOLKI,GOLKI,1,7.3,1.4463182591145629e-05,
SOFARSOLARR,SOFARSOLARR,1,7.29,1.4443370012253647e-05,
34 PS405M1H 24 TH,34	PS405M1H-24/TH,1,7.29,1.4443370012253647e-05,
INTELBRASSOLARSOLARSOLAR,INTELBRÁSSOLARSOLARSOLAR,2,7.28,1.4423557433361667e-05,
RISENRSM144,RISENRSM144,1,7.28,1.4423557433361667e-05,
SOLARKING,SolarKing,1,7.28,1.4423557433361667e-05,
RENESOG,RÊNESOG,1,7.28,1.4423557433361667e-05,
ZXM7 UHLD144 560W,2776 - ZXM7-UHLD144-560W,1,7.28,1.4423557433361667e-05,
TSM455DE17M II,TSM455DE17M(II),2,7.27,1.4403744854469686e-05,
DHM 72X10 545,DHM 72X10-545,2,7.27,1.4403744854469686e-05,
YANGLI,Yangli,3,7.27,1.4403744854469686e-05,
RENESOLA CO LTD TSUN POWER,RENESOLA CO. LTD. | TSUN POWER,1,7.26,1.4383932275577706e-05,
EMPALIX,empalix,1,7.26,1.4383932275577706e-05,
BRASSUNNY ENERGIA SOLAR,Brassunny Energia Solar,1,7.26,1.4383932275577706e-05,
Q CELLS POWER,Q-CELLS POWER,1,7.26,1.4383932275577706e-05,
AXI TEC,AXI TEC,1,7.26,1.4383932275577706e-05,
ZXP6 72 330 P,ZXP6-72-330/P,1,7.26,1.4383932275577706e-05,
RISEN LONGI RISEN,RISEN / LONGI / RISEN,1,7.26,1.4383932275577706e-05,
BYD BRASIL ELGIN S A,BYD BRASIL / ELGIN S.A.,1,7.25,1.4364119696685728e-05,
OSDA 550W HANERSUN 585W,OSDA 550W    +    HANERSUN 585W,1,7.25,1.4364119696685728e-05,
SICES BRASIL,sices brasil,3,7.25,1.4364119696685728e-05,
RISEN ENERGY ASTRONERGY RENOVIGI,RISEN ENERGY | ASTRONERGY | RENOVIGI,1,7.25,1.4364119696685728e-05,
SUNOVASOLAR JA SOLAR,SUNOVASOLAR - JA SOLAR,1,7.25,1.4364119696685728e-05,
OSDA SOLAR DMEGC SOLAR,OSDA SOLAR + DMEGC SOLAR,1,7.25,1.4364119696685728e-05,
RENEPV HONOR SOLAR,"RENEPV, HONOR SOLAR",1,7.25,1.4364119696685728e-05,
HELIUS ENERGY ASTRONERGY,Helius Energy / Astronergy,1,7.25,1.4364119696685728e-05,
JKM530M72HL4,JKM530M72HL4-,2,7.24,1.4344307117793746e-05,
UNITECH PROJETOS PESQUISA DESENVOLVIMENTO CONSULTORIAS E COMERCIO LTDA,"206 - UNITECH PROJETOS, PESQUISA, DESENVOLVIMENTO, CONSULTORIAS E COMÉRCIO LTDA",2,7.23,1.4324494538901767e-05,
JH SOLAR 555W,JH SOLAR 555W,1,7.22,1.4304681960009785e-05,
MODULO SOLAR QN SOLAR,Módulo Solar - QN Solar,1,7.22,1.4304681960009785e-05,
CENTROENERGY,CENTROENERGY,1,7.22,1.4304681960009785e-05,
BLADE SOLAR,103 - BLADE SOLAR,1,7.2,1.4265056802225824e-05,
TWPOWER,TWPOWER,1,7.2,1.4265056802225824e-05,
ESPMC335,436 - ESPMC335,1,7.2,1.4265056802225824e-05,
TALLMAX 400,tallmax-400,1,7.2,1.4265056802225824e-05,
TERMOMAX TRINA SOLAR,TERMOMAX / TRINA SOLAR,1,7.2,1.4265056802225824e-05,
MONO TSM DE09 400 WP,MONO TSM-DE09 400 Wp,1,7.2,1.4265056802225824e-05,
AE SOLAR AE HM6L 60 450W,AE Solar/ AE-HM6L-60-450W,1,7.2,1.4265056802225824e-05,
DM605M10RTB X0002 72HST,DM605M10RTB_x0002_72HST,1,7.2,1.4265056802225824e-05,
VSUN INOVATE SMAT,Vsun inovate & smat,2,7.2,1.4265056802225824e-05,
RISEN SOLAR HELIUS SOLAR,Risen Solar + Helius Solar,1,7.2,1.4265056802225824e-05,
7 2,"7,2",1,7.2,1.4265056802225824e-05,
PU600WNM101,PU600WNM101,1,7.2,1.4265056802225824e-05,
ERA SOLAR ESPHDC 450,ERA SOLAR / ESPHDC-450,1,7.2,1.4265056802225824e-05,
JIRNERGY,JIRNERGY,1,7.2,1.4265056802225824e-05,
DAH585,DAH585,1,7.2,1.4265056802225824e-05,
282728262,282728262,2,7.2,1.4265056802225824e-05,
ZXP6 72 320 P,ZXP6-72-320/P,1,7.2,1.4265056802225824e-05,
INTEKBRAS,intekbras,2,7.2,1.4265056802225824e-05,
SHANDONG DAHAI NEW ENERGY DEVELOPMENT,Shandong Dahai New Energy Development,1,7.2,1.4265056802225824e-05,
MPRIME 240,Mprime 240.,1,7.2,1.4265056802225824e-05,
KVA SISTEMAS DE ENERGIA EIRELI EPP PERLIGHT,KVA SISTEMAS DE ENERGIA EIRELI EPP - PERLIGHT,1,7.2,1.4265056802225824e-05,
SUNOVALUXEN SOLAR,SUNOVALuxen Solar,1,7.2,1.4265056802225824e-05,
HAUSSMART EIRELI 07 322 634 0001 00,HAUSSMART EIRELI - 07.322.634/0001-00,1,7.2,1.4265056802225824e-05,
LP182 182 M 72 MH 550W,LP182*182-M-72-MH - 550W,1,7.2,1.4265056802225824e-05,
MBB HALF CUT,MBB Half - Cut,1,7.2,1.4265056802225824e-05,
65 OPUS SOLAR,65 OPUS SOLAR,1,7.2,1.4265056802225824e-05,
SCHUTTEN SOLARSOLAR,SCHUTTEN SOLARSOLAR,2,7.2,1.4265056802225824e-05,
HYPONTECH SOLAR,Hypontech Solar,1,7.2,1.4265056802225824e-05,
EN 450 W,en 450 W,1,7.2,1.4265056802225824e-05,
LEDSTAR,LEDSTAR,1,7.2,1.4265056802225824e-05,
LNSU 450M,LNSU-450M,2,7.2,1.4265056802225824e-05,
RENIVIGI,RENIVIGI,2,7.2,1.4265056802225824e-05,
FORTENERGY GT 50,FORTENERGY/ GT -50,2,7.2,1.4265056802225824e-05,
CALYXI PRO,Calyxi PRO,1,7.2,1.4265056802225824e-05,
ULICA SOLAR HELIUS,ULICA SOLAR | HELIUS,1,7.2,1.4265056802225824e-05,
CANADIANSOLAR CS3W 435P,CANADIANSOLAR CS3W-435P,1,7.2,1.4265056802225824e-05,
BISTER,BISTER,2,7.2,1.4265056802225824e-05,
SUNERGYQ,SUNERGYQ,1,7.2,1.4265056802225824e-05,
SOLAR DAH SOLAR TSUN,SOLAR DAH | SOLAR TSUN,1,7.2,1.4265056802225824e-05,
POLY CRISTALINA,Poly Cristalina,1,7.2,1.4265056802225824e-05,
TRINA MONO 400WP TSM DE09,Trina / Mono 400Wp Tsm-De09,2,7.2,1.4265056802225824e-05,
DHN 72R18 FS 610,DHN-72R18/FS-610,1,7.2,1.4265056802225824e-05,
INTELBRAZ JA SOLA,INTELBRAZ / JÁ SOLA,1,7.2,1.4265056802225824e-05,
KOMEC,KOMEC,1,7.2,1.4265056802225824e-05,
FDF,fdf,1,7.2,1.4265056802225824e-05,
OSDASOLAR N SOLAR,OSDASOLAR N SOLAR,1,7.2,1.4265056802225824e-05,
ULICA E OSDA SOLAR E AKCOME,ULICA E OSDA SOLAR E AKCOME,1,7.2,1.4265056802225824e-05,
RISEN ENERGY RONMA,RISEN ENERGY | RONMA,1,7.19,1.4245244223333846e-05,
BEL MFVZN MO 144 545W,BEL - MFVZN-MO-144-545W,2,7.18,1.4225431644441863e-05,
SOLAR N PLUS TRINA,"SOLAR N PLUS, TRINA",1,7.17,1.4205619065549884e-05,
HMF144M10,HMF144M10,2,7.16,1.4185806486657905e-05,
SUNOVA 24 BYD DO BRASIL,52 - SUNOVA/24 - BYD DO BRASIL,1,7.16,1.4185806486657905e-05,
ODA 550 36V,ODA-550-36V,1,7.15,1.4165993907765923e-05,
J I N KOSOLAR,J I N KOSOLAR,2,7.15,1.4165993907765923e-05,
JA SOLAR JAM72S30,JÁ SOLAR JAM72S30-,2,7.15,1.4165993907765923e-05,
DAHASTRONERGYWORKS LLC,DAHAstronergyWORKS LLC,1,7.15,1.4165993907765923e-05,
1009824780,1009824780,1,7.15,1.4165993907765923e-05,
ZNSHINE SOLIS,ZNSHINE SOLIS,1,7.15,1.4165993907765923e-05,
RESUM RS8I 550M,RESUM / RS8I-550M,1,7.15,1.4165993907765923e-05,
MR JA SOLAR,MR JA SOLAR,1,7.15,1.4165993907765923e-05,
HY M10 120 460W,1244 - HY-M10/120-460W,2,7.14,1.4146181328873943e-05,
7 14,"7,14",1,7.14,1.4146181328873943e-05,
AMERIR SOLAR,AMERIR SOLAR,1,7.14,1.4146181328873943e-05,
ZXP6 LD72 345,ZXP6-LD72-345,2,7.14,1.4146181328873943e-05,
TRINA SOLAR TSM DE08MII 375W,TRINA SOLAR | TSM-DE08MII 375W,2,7.13,1.4126368749981962e-05,
SHINEFAR SOLAR MAXEON SUNPOWER,SHINEFAR SOLAR | MAXEON (SUNPOWER),1,7.13,1.4126368749981962e-05,
J A SOLAR JAM72S30 550 MRJ A SOLAR JAM72S30 550 MR,J A SOLAR JAM72S30-550/MRJ A SOLAR JAM72S30-550/MR,1,7.11,1.4086743592198004e-05,
GCL E DAH E CANADIAN,GCL E DAH E CANADIAN,1,7.1,1.406693101330602e-05,
TRINA SOLAR TSM 410 DEG15MC 20II,TRINA SOLAR/TSM-410.DEG15MC.20II,2,7.1,1.406693101330602e-05,
SUNERGY TSUN SUNOVA,SUNERGY | TSUN | SUNOVA,1,7.1,1.406693101330602e-05,
4002632701,4002632701,1,7.09,1.4047118434414043e-05,
BEL ENERGY MONOCRISTALINO 545W,BEL ENERGY / MONOCRISTALINO 545W,2,7.09,1.4047118434414043e-05,
HY M10 144H 545W,HY-M10/144H-545W,1,7.09,1.4047118434414043e-05,
DHA SOLAR DHM 72X10 530 545W,DHA-SOLAR/DHM-72X10-530-545W,1,7.08,1.4027305855522061e-05,
BEDINSOLAR BS545 36V MH,BEDINSOLAR/BS545-36V-MH,1,7.08,1.4027305855522061e-05,
TRINA SOLAR 510W TSM DE18M II 510W,TRINA SOLAR 510W-TSM-DE18M(II) – 510W,2,7.08,1.4027305855522061e-05,
TRINA SILAR,TRINA SILAR,2,7.08,1.4027305855522061e-05,
TRINA SLAR,TRINA SLAR,2,7.08,1.4027305855522061e-05,
7 08,"7,08",1,7.08,1.4027305855522061e-05,
RISEN PHONO MONO PERC 545WP,RISEN / Phono MONO PERC 545Wp,1,7.08,1.4027305855522061e-05,
LONGIERA SOLARERA SOLARERA SOLAR,LongiERA SOLARERA SOLARERA SOLAR,1,7.08,1.4027305855522061e-05,
VERTEX TSM DE18M II 510W,Vertex/TSM-DE18M(II) – 510W,2,7.08,1.4027305855522061e-05,
JA SOLAR 545WP,Ja Solar 545Wp,1,7.08,1.4027305855522061e-05,
LEAPTON SUNTECH E RISEN,"LEAPTON, SUNTECH E RISEN",1,7.08,1.4027305855522061e-05,
HT SAAESOLARSOLAR N SOLAR,HT-SAAESOLARSOLAR N SOLAR,1,7.07,1.4007493276630081e-05,
OUROLUZ SOLAR,OUROLUZ SOLAR,1,7.05,1.396786811884612e-05,
AE SOLLAR,AE SOLLAR,2,7.05,1.396786811884612e-05,
DHM72X16 DG,DHM72X16/DG,1,7.05,1.396786811884612e-05,
TSM 555 DE18 DM600M10T B72HSW,TSM 555-DE18/DM600M10T-B72HSW,1,7.05,1.396786811884612e-05,
HONOR E GCL,HONOR E GCL,1,7.05,1.396786811884612e-05,
JKM 450W,JKM-450W,2,7.05,1.396786811884612e-05,
AEROSOLAR,AEROSOLAR,2,7.040000000000001,1.3948055539954142e-05,
SUNOVA 132 HONOR SOLAR,52 - SUNOVA/132 - HONOR SOLAR,2,7.04,1.3948055539954139e-05,
5 04,"5,04",3,7.04,1.3948055539954139e-05,
LNVT 505M,989 - LNVT-505M,2,7.04,1.3948055539954139e-05,
R ISEN SOLAR,R isen Solar,1,7.04,1.3948055539954139e-05,
EMPALUX RISEN,EMPALUX / RISEN,1,7.04,1.3948055539954139e-05,
RSM 144 6 340P,RSM 144-6-340P,2,7.04,1.3948055539954139e-05,
HE SAAE HT66 18X 505W,HE-SAAE/ HT66-18X-505W,2,7.04,1.3948055539954139e-05,
LEAPTON RUNERGY,"LEAPTON, RUNERGY",1,7.03,1.3928242961062162e-05,
AUTOSOLAR,AUTOSOLAR,1,7.03,1.3928242961062162e-05,
RISEN AMERISOLAR AMERISOLAR ASTRONERAMERISOLAR,Risen AMERISOLAR AMERISOLAR AstronerAMERISOLAR ,2,7.029999999999999,1.3928242961062159e-05,
INTYERLBRAS,INTYERLBRAS,1,7.02,1.3908430382170179e-05,
BESIN SOLAR,Besin Solar,1,7.02,1.3908430382170179e-05,
SAJ EMPALUX,SAJ-EMPALUX,1,7.02,1.3908430382170179e-05,
INTELBBRAS,INTELBBRAS,1,7.02,1.3908430382170179e-05,
J A 585W,J.A. 585W,1,7.02,1.3908430382170179e-05,
