raw_normalized,canonical_brand,match_method,exemplo_bruto,data_primeira_ocorrencia,revisao_manual,observacoes
0SAJSAJ,Outros,NAO_ENCONTRADO,0SAJSAJ,2026-08-20,False,
1,Outros,NAO_ENCONTRADO,1,2026-08-20,False,
1 2,Outros,NAO_ENCONTRADO,"1,2",2026-08-20,False,
1 25111441307578,Outros,NAO_ENCONTRADO,"1,25111441307578",2026-08-20,False,
1 4KTLM G2,Outros,NAO_ENCONTRADO,1	4KTLM-G2,2026-08-20,False,
1 5,Outros,NAO_ENCONTRADO,"1,5",2026-08-20,False,
1 50,Outros,NAO_ENCONTRADO,"1,50",2026-08-20,False,
1 8,Outros,NAO_ENCONTRADO,"1,8",2026-08-20,False,
1 APSYSTEM 1 HUAWEI,Huawei,TOKEN,1 APSYSTEM + 1 HUAWEI,2026-08-17,False,
1 CANAD SOLAR 1 SUNGROW,Sungrow,TOKEN,"(1) CANAD SOLAR, (1) SUNGROW	",2026-08-17,False,
1 CANADIAN 2 HOYMILES,Hoymiles,TOKEN,1 Canadian / 2 HOYMILES,2026-08-17,False,
1 CANADIAN SOLAR 2 NEP,Outros,TOKEN_AMBIGUO,(1): Canadian Solar; (2): NEP,2026-08-20,False,
1 DEYE 2 APSYSTEMS,Outros,TOKEN_AMBIGUO,1 Deye / 2 APSYSTEMS,2026-08-20,False,
1 DEYE 2 DEYE,Deye,TOKEN,1 DEYE / 2 DEYE,2026-08-17,False,
1 DEYE 2 SOLIS,Outros,TOKEN_AMBIGUO,1 DEYE / 2 SOLIS,2026-08-20,False,
1 DEYE 3 SOLIS,Outros,TOKEN_AMBIGUO,1 DEYE / 3 SOLIS,2026-08-20,False,
1 DEYE 4 BELENERGI,Deye,TOKEN,1 DEYE – 4 BELENERGI,2026-08-17,False,
1 EGT,Outros,NAO_ENCONTRADO,1 EGT,2026-08-20,False,
1 EGT 20000,Outros,NAO_ENCONTRADO,1 EGT 20000,2026-08-20,False,
1 FRONIUS,Fronius,TOKEN,1 FRONIUS,2026-08-17,False,
1 FRONIUS 1 FRONIUS,Fronius,TOKEN,1 Fronius / + 1 Fronius,2026-08-17,False,
1 FRONIUS 2 APSYSTEMS,Outros,TOKEN_AMBIGUO,1 FRONIUS / 2 APSYSTEMS,2026-08-20,False,
1 FRONIUS 2 DEYE,Outros,TOKEN_AMBIGUO,1 FRONIUS / 2 DEYE,2026-08-20,False,
1 FRONIUS 2 SUNGROW,Outros,TOKEN_AMBIGUO,1 FRONIUS - 2 SUNGROW,2026-08-20,False,
1 FRONIUS E 3 RENOVIGI,Outros,TOKEN_AMBIGUO,1 Fronius e 3 Renovigi,2026-08-20,False,
1 GENERAL ELECTRIC,Outros,NAO_ENCONTRADO,1 GENERAL ELECTRIC,2026-08-20,False,
1 GINLONG 2 GINLONG,Outros,NAO_ENCONTRADO,1 GINLONG / 2 GINLONG,2026-08-20,False,
1 GOODWE E 27 APSYSTEMS,Outros,TOKEN_AMBIGUO,1 GOODWE E 27 APSYSTEMS,2026-08-20,False,
1 GROWARR 5 DEYE,Deye,TOKEN,1 GROWARR ; 5 DEYE,2026-08-17,False,
1 GROWATT,Growatt,TOKEN,1 GROWATT,2026-08-17,False,
1 GROWATT 1 DEYE,Outros,TOKEN_AMBIGUO,(1) GROWATT + (1) DEYE,2026-08-20,False,
1 GROWATT 1 SOLIS,Outros,TOKEN_AMBIGUO,1 GROWATT/ 1 	SOLIS,2026-08-20,False,
1 GROWATT 2,Growatt,TOKEN,1 Growatt / 2,2026-08-17,False,
1 GROWATT 2 DEYE,Outros,TOKEN_AMBIGUO,1 GROwatt / 2 DEYE,2026-08-20,False,
1 GROWATT 2 SOLIS,Outros,TOKEN_AMBIGUO,1 GROWATT / 2 SOLIS,2026-08-20,False,
1 HOYMILES 2 HOYMILES,Hoymiles,TOKEN,1 HOYMILES / 2 HOYMILES,2026-08-17,False,
1 HPS,Outros,NAO_ENCONTRADO,1 HPS,2026-08-20,False,
1 HUAWEI 2 WEG,Outros,TOKEN_AMBIGUO,1 HUAWEI 2 WEG,2026-08-20,False,
1 INTELBRAS 2 INTELBRAS,Intelbras,TOKEN,1 INTELBRAS / 2 INTELBRAS,2026-08-17,False,
1 INVERSOR HOYMILES 2 INVERSORES TSOL,Hoymiles,TOKEN,1 INVERSOR HOYMILES/ 2 INVERSORES TSOL,2026-08-17,False,
1 INVERSOR SAJ MODELO SUNUNO PLUS 3K E 1 INVERSOR SAJ MODELO SUNUNO PLUS 5K M,SAJ,TOKEN,1 inversor SAJ modelo SUNUNO Plus 3K e 1 inversor SAJ modelo SUNUNO Plus 5K-M,2026-08-17,False,
1 INVERSOR SERRANA TOURIGA 3000 W EA3KSI 1 INVERSOR SERRANA TOURIGA 7000 W EA7KSI,Outros,NAO_ENCONTRADO,1 inversor Serrana Touriga 3000 W (EA3KSi); 1 inversor Serrana Touriga 7000 W (EA7KSi),2026-08-20,False,
1 INVERSOR SOLIS 2 MICROINVERSOR HOYMILES,Outros,TOKEN_AMBIGUO,1 INVERSOR SOLIS 2 MICROINVERSOR HOYMILES,2026-08-20,False,
1 MAC 25KTL3 XL,Outros,NAO_ENCONTRADO,1 MAC 25KTL3-XL,2026-08-20,False,
1 MIC1500TL X 2 MIN6000TL X,Outros,NAO_ENCONTRADO,(1) MIC1500TL-X/(2) MIN6000TL-X,2026-08-20,False,
1 MICROINVERSOR HOYMILES MI 1500,Hoymiles,TOKEN,1 Microinversor HOYMILES MI-1500,2026-08-17,False,
1 PBH SOLAR PHB3000N XS 2 PBH SOLAR PHB5000T DS,Outros,NAO_ENCONTRADO,1 PBH SOLAR (PHB3000N-XS) / 2 PBH SOLAR (PHB5000T-DS),2026-08-20,False,
1 PHB 2 DEYE,Deye,TOKEN,1 PHB / 2 DEYE,2026-08-17,False,
1 REFUSOL 2 DEYE,Deye,TOKEN,1 REFUSOL / 2 deye,2026-08-17,False,
1 RENAC,Renac,TOKEN,1 RENAC,2026-08-17,False,
1 RENOVIGI 2 DEYE,Outros,TOKEN_AMBIGUO,1 RENOVIGI / 2 Deye,2026-08-20,False,
1 S6 GR1 5K S,Outros,NAO_ENCONTRADO,1 S6-GR1-5K-S,2026-08-20,False,
1 SAJ 2 GROWATT,Outros,TOKEN_AMBIGUO,1 SAJ / 2 GROWATT,2026-08-20,False,
1 SAJ 2 PHB,SAJ,TOKEN,1 SAJ / 2 PHB,2026-08-17,False,
1 SAJ 2 SAJ,SAJ,TOKEN,1 SAJ / 2 SAJ,2026-08-17,False,
1 SAJ 3 SAJ,SAJ,TOKEN,1 SAJ / 3 SAJ,2026-08-17,False,
1 SMA SOLAR TECHNOLOGY AG,Outros,NAO_ENCONTRADO,1 SMA Solar Technology AG,2026-08-20,False,
1 SOFAR 2 DEYE,Outros,TOKEN_AMBIGUO,1 SOFAR / 2 Deye,2026-08-20,False,
1 SOFAR 2 ECOSOLYS,Sofar Solar,TOKEN,1 SOFAR - 2 ECOSOLYS,2026-08-17,False,
1 SOFAR 2 GROWATT 3 SUNGROW,Outros,TOKEN_AMBIGUO,1 SOFAR / 2 GROWATT / 3 SUNGROW	,2026-08-20,False,
1 SOFAR SOLAR,Sofar Solar,TOKEN,1 SOFAR SOLAR,2026-08-17,False,
1 SOLIS 2 DEYE,Outros,TOKEN_AMBIGUO,1 SOLIS / 2 DEYE,2026-08-20,False,
1 SOLIS 2 RENAC,Solis (Ginlong),TOKEN,1 SOLIS/ 2 RENAC,2026-08-17,False,
1 SOLIS 2 SOLIS,Solis (Ginlong),TOKEN,1 Solis / 2 Solis,2026-08-17,False,
1 SUNGROW,Sungrow,TOKEN,1 Sungrow,2026-08-17,False,
1 SUNGROW 2 SUNGROW,Sungrow,TOKEN,1 SUNGROW / 2 SUNGROW,2026-08-17,False,
1 SUNTRIO,Outros,NAO_ENCONTRADO,1.SUNTRIO,2026-08-20,False,
1 WEG 2 WEG,WEG,TOKEN,1 WEG / 2 WEG,2026-08-17,False,
1 WEG HUWAEI 1 PHB SOLAR,WEG,TOKEN,1 WEG HUWAEI / 1 PHB SOLAR,2026-08-17,False,
1 X B B POWER 1 X BELENERGY,Outros,NAO_ENCONTRADO,1 X (B&B Power) 1 X (BELENERGY),2026-08-20,False,
1 X DEYE 1 X SOLIS,Outros,TOKEN_AMBIGUO,"1 x (DEYE), 1 x (SOLIS)",2026-08-20,False,
1 X MI 1200 1 X MI 700,Outros,NAO_ENCONTRADO,1.X MI-1200 1 X MI-700,2026-08-20,False,
1 X RENOVIGI 3 X WEG,Outros,TOKEN_AMBIGUO,1 X RENOVIGI / 3 X WEG,2026-08-20,False,
1 X SMA 2 X GROWATT,Growatt,TOKEN,1 x SMA – 2 x GROWATT,2026-08-17,False,
1 X SOLIS 1 X DEYE,Outros,TOKEN_AMBIGUO,1 x SOLIS + 1 x DEYE,2026-08-20,False,
1 X SUNGROW,Sungrow,TOKEN,1 x SUNGROW,2026-08-17,False,
10,Outros,NAO_ENCONTRADO,10,2026-08-20,False,
10 00,Outros,NAO_ENCONTRADO,"10,00",2026-08-20,False,
10 08,Outros,NAO_ENCONTRADO,"10,08",2026-08-20,False,
10 24,Outros,NAO_ENCONTRADO,"10,24",2026-08-20,False,
10 5 3,Outros,NAO_ENCONTRADO,"10,5/3",2026-08-20,False,
10 5 KTLM G3,Outros,NAO_ENCONTRADO,10.5 KTLM-G3,2026-08-20,False,
10 50,Outros,NAO_ENCONTRADO,"10,50",2026-08-20,False,
10 545W,Outros,NAO_ENCONTRADO,10 545W,2026-08-20,False,
10 545W E UL450M144,Outros,NAO_ENCONTRADO,10 545W E UL450M144,2026-08-20,False,
10 5KTLM G3,Outros,NAO_ENCONTRADO,1055 - 10.5KTLM-G3,2026-08-20,False,
10 5KTLM G3 SOFAR,Sofar Solar,TOKEN,"10,5KTLM-G3 SOFAR",2026-08-17,False,
100,Outros,NAO_ENCONTRADO,100,2026-08-20,False,
10000,Outros,NAO_ENCONTRADO,10000,2026-08-20,False,
10000TL3 S,Outros,NAO_ENCONTRADO,10000TL3-S,2026-08-20,False,
10000TL3S,Outros,NAO_ENCONTRADO,10000TL3S,2026-08-20,False,
10460W,Outros,NAO_ENCONTRADO,10460W,2026-08-20,False,
10540W,Outros,NAO_ENCONTRADO,10540W,2026-08-20,False,
105KTLM G3,Outros,NAO_ENCONTRADO,105KTLM-G3,2026-08-20,False,
106,Outros,NAO_ENCONTRADO,106,2026-08-20,False,
109 KEHUA TECH,Kehua,TOKEN,109 KEHUA TECH,2026-08-17,False,
10KTLM G3,Outros,NAO_ENCONTRADO,1754 - 10KTLM-G3,2026-08-20,False,
10KW,Outros,NAO_ENCONTRADO,10kW,2026-08-20,False,
10WCHINT,Outros,NAO_ENCONTRADO,10WCHINT,2026-08-20,False,
10X FRONIUS,Fronius,TOKEN,10x Fronius /,2026-08-17,False,
10X SUNGROW,Sungrow,TOKEN,10x Sungrow,2026-08-17,False,
10XCR2 MAXX,Outros,NAO_ENCONTRADO,10XCR2 MAXX,2026-08-20,False,
11,Outros,NAO_ENCONTRADO,11,2026-08-20,False,
11 7,Outros,NAO_ENCONTRADO,"11,7",2026-08-20,False,
11 76,Outros,NAO_ENCONTRADO,"11,76",2026-08-20,False,
11 ABB LTDA,ABB/FIMER,TOKEN,11 ABB LTDA,2026-08-17,False,
11000,Outros,NAO_ENCONTRADO,11000,2026-08-20,False,
11000TL3 S,Outros,NAO_ENCONTRADO,11000TL3-S,2026-08-20,False,
111,Outros,NAO_ENCONTRADO,111,2026-08-20,False,
11HOYMILES,Outros,NAO_ENCONTRADO,11HOYMILES,2026-08-20,False,
11XDEY,Outros,NAO_ENCONTRADO,11XDEY,2026-08-20,False,
11XHUAWEI,Outros,NAO_ENCONTRADO,11xHUAWEI,2026-08-20,False,
12,Outros,NAO_ENCONTRADO,12,2026-08-20,False,
12 12 2022 17 17 52,Outros,NAO_ENCONTRADO,12/12/2022 17:17:52	,2026-08-20,False,
12 12 2024,Outros,NAO_ENCONTRADO,12/12/2024,2026-08-20,False,
12 X HOYMILLES,Outros,NAO_ENCONTRADO,12 X HOYMILLES,2026-08-20,False,
120 00,Outros,NAO_ENCONTRADO,"120,00",2026-08-20,False,
120 V 500 V,Outros,NAO_ENCONTRADO,120 V - 500 V,2026-08-20,False,
12000,Outros,NAO_ENCONTRADO,12000,2026-08-20,False,
12000TL3 S,Outros,NAO_ENCONTRADO,12000TL3-S,2026-08-20,False,
121 LIVOLTEK POWER,Livoltek,TOKEN,121 LIVOLTEK POWER,2026-08-17,False,
125,Outros,NAO_ENCONTRADO,125,2026-08-20,False,
12500,Outros,NAO_ENCONTRADO,12500,2026-08-20,False,
127 LIVOLTEK,Livoltek,TOKEN,127 LIVOLTEK,2026-08-17,False,
128 00,Outros,NAO_ENCONTRADO,"128,00",2026-08-20,False,
12KLT X5KW12KW,Outros,NAO_ENCONTRADO,12KLT-X5Kw12kw,2026-08-20,False,
12KTL X,Outros,NAO_ENCONTRADO,12KTL-X,2026-08-20,False,
12X APSYSTEMS,APsystems,TOKEN,(12x) APSYSTEMS,2026-08-17,False,
13,Outros,NAO_ENCONTRADO,13,2026-08-20,False,
13 43,Outros,NAO_ENCONTRADO,"13,43",2026-08-20,False,
13 REFUSOL,Refusol,TOKEN,13 REFUSOL,2026-08-17,False,
13 X APSYSTEMS 1 X DS3D,APsystems,TOKEN,13 X APSYSTEMS / 1 X DS3D,2026-08-17,False,
131 BELENERGY,Outros,NAO_ENCONTRADO,131 BELENERGY,2026-08-20,False,
135,Outros,NAO_ENCONTRADO,135,2026-08-20,False,
135 16,Outros,NAO_ENCONTRADO,135.16,2026-08-20,False,
135 HYPONTECH,Hypontech,TOKEN,135 HYPONTECH,2026-08-17,False,
136 INVERSORES ENPHASE,Enphase,TOKEN,136 INVERSORES ENPHASE,2026-08-17,False,
138,Outros,NAO_ENCONTRADO,138,2026-08-20,False,
14,Outros,NAO_ENCONTRADO,14,2026-08-20,False,
14 00,Outros,NAO_ENCONTRADO,"14,00",2026-08-20,False,
14 40,Outros,NAO_ENCONTRADO,"14,40",2026-08-20,False,
14 SUNGROW,Sungrow,TOKEN,14 SUNGROW,2026-08-17,False,
140 2022,Outros,NAO_ENCONTRADO,140 2022,2026-08-20,False,
140DE21 03 2022,Outros,NAO_ENCONTRADO,140DE21-03-2022,2026-08-20,False,
144 BYD 335PHK 36,BYD,TOKEN,144 BYD 335PHK-36,2026-08-17,False,
144 HALF CEL MONO 21 33 EFICIENCIAGROWATT,Outros,NAO_ENCONTRADO,"144 HALF CEL MONO 21,33% EFICIENCIAGROWATT",2026-08-20,False,
144SAJ,Outros,NAO_ENCONTRADO,144SAJ,2026-08-20,False,
14X AP SYSTEMS,Outros,NAO_ENCONTRADO,(14x) AP SYSTEMS,2026-08-20,False,
14XHOYMILES,Outros,NAO_ENCONTRADO,14XHOYMILES,2026-08-20,False,
15,Outros,NAO_ENCONTRADO,15,2026-08-20,False,
15 12 2022,Outros,NAO_ENCONTRADO,15/12/2022,2026-08-20,False,
15 48,Outros,NAO_ENCONTRADO,"15,48",2026-08-20,False,
15 APSYSTEMS,APsystems,TOKEN,15 APSYSTEMS,2026-08-17,False,
15 SIW 500H ST015,Outros,NAO_ENCONTRADO,15	SIW 500H-ST015,2026-08-20,False,
15 X HOYMILLES,Outros,NAO_ENCONTRADO,15 x HOYMILLES,2026-08-20,False,
1500,Outros,NAO_ENCONTRADO,1500,2026-08-20,False,
15000 TL3 SL,Outros,NAO_ENCONTRADO,238 - 15000 TL3-SL,2026-08-20,False,
15000 TL3 SL 672 R5 2K S1,Outros,NAO_ENCONTRADO,238 - 15000 TL3-SL;672 - R5-2K-S1,2026-08-20,False,
15000TL,Outros,NAO_ENCONTRADO,175 - 15000TL,2026-08-20,False,
15000TL G2,Outros,NAO_ENCONTRADO,15000TL-G2,2026-08-20,False,
15000TL S,Outros,NAO_ENCONTRADO,15000TL - S,2026-08-20,False,
15000TL SX,Outros,NAO_ENCONTRADO,15000TL-SX,2026-08-20,False,
15000TL3 S MAX75KTL 3 LV,Outros,NAO_ENCONTRADO,15000TL3-S / MAX75KTL 3-LV,2026-08-20,False,
1500S,Outros,NAO_ENCONTRADO,1500S,2026-08-20,False,
1500W PHB SOLAR,PHB,TOKEN,1500W - PHB Solar,2026-08-17,False,
154 00,Outros,NAO_ENCONTRADO,"154,00",2026-08-20,False,
156 GE,Outros,NAO_ENCONTRADO,156 GE,2026-08-20,False,
15K LT G2,Outros,NAO_ENCONTRADO,15K-LT-G2,2026-08-20,False,
15KTLX G3,Outros,NAO_ENCONTRADO,1437 - 15KTLX-G3,2026-08-20,False,
15KTLX G3 LV,Outros,NAO_ENCONTRADO,1398 - 15KTLX-G3-LV,2026-08-20,False,
15X AP SYSTEMS,Outros,NAO_ENCONTRADO,(15x) AP SYSTEMS,2026-08-20,False,
16,Outros,NAO_ENCONTRADO,16,2026-08-20,False,
16 00,Outros,NAO_ENCONTRADO,"16,00",2026-08-20,False,
1600,Outros,NAO_ENCONTRADO,1600,2026-08-20,False,
1600 TL G3,Outros,NAO_ENCONTRADO,493 - 1600-TL-G3,2026-08-20,False,
1600TL G3,Outros,NAO_ENCONTRADO,1600TL-G3,2026-08-20,False,
167 NEXEN,Nexen,TOKEN,167 NEXEN,2026-08-17,False,
168 WDC,Outros,NAO_ENCONTRADO,168 WDC,2026-08-20,False,
168176843,Outros,NAO_ENCONTRADO,168176843,2026-08-20,False,
17,Outros,NAO_ENCONTRADO,17,2026-08-20,False,
17000TL3 S,Outros,NAO_ENCONTRADO,17000TL3-S,2026-08-20,False,
17082021,Outros,NAO_ENCONTRADO,17082021,2026-08-20,False,
17100,Outros,NAO_ENCONTRADO,17100,2026-08-20,False,
17X HOYMILES 3X HOYMILES 5X HOYMILES,Hoymiles,TOKEN,17X HOYMILES  / 3X HOYMILES / 5X HOYMILES,2026-08-17,False,
18,Outros,NAO_ENCONTRADO,18,2026-08-20,False,
18 06,Outros,NAO_ENCONTRADO,18.06,2026-08-20,False,
18000TL LV,Outros,NAO_ENCONTRADO,568 - 18000TL-LV,2026-08-20,False,
182M78MH 590,Outros,NAO_ENCONTRADO,182M78MH 590,2026-08-20,False,
185 91,Outros,NAO_ENCONTRADO,"185,91",2026-08-20,False,
18981617450,Outros,NAO_ENCONTRADO,18981617450,2026-08-20,False,
18X DEYE,Deye,TOKEN,(18x) DEYE,2026-08-17,False,
19,Outros,NAO_ENCONTRADO,19,2026-08-20,False,
19 53,Outros,NAO_ENCONTRADO,"19,53",2026-08-20,False,
19 83,Outros,NAO_ENCONTRADO,"19,83",2026-08-20,False,
19 SOLAREDGE,SolarEdge,TOKEN,19 SOLAREDGE,2026-08-17,False,
1908,Outros,NAO_ENCONTRADO,1908,2026-08-20,False,
192,Outros,NAO_ENCONTRADO,192,2026-08-20,False,
195 00,Outros,NAO_ENCONTRADO,"195,00",2026-08-20,False,
197 AM EMPHASE,Outros,NAO_ENCONTRADO,197 AM -EMPHASE,2026-08-20,False,
197 GROWATT NEW ENERGY TECNOLOGY CO LTD,Growatt,TOKEN,: 197 - GROWATT NEW ENERGY TECNOLOGY CO LTD,2026-08-17,False,
1DEYE,Outros,NAO_ENCONTRADO,1DEYE,2026-08-20,False,
1DEYE SUN 40K G,Outros,NAO_ENCONTRADO,1DEYE//SUN-40K-G,2026-08-20,False,
1FRONIUS,Outros,NAO_ENCONTRADO,1FRONIUS,2026-08-20,False,
1INVERSOR FRONIUS PRIMOS,Fronius,TOKEN,1inversor fronius primos,2026-08-17,False,
1O BELL ENERGY 2O BELL ENERGY,Outros,NAO_ENCONTRADO,1º BELL ENERGY 2º BELL ENERGY,2026-08-20,False,
1O ELGIN 2O ELGIN,Elgin,TOKEN,"1º - ELGIN, 2º - ELGIN.",2026-08-17,False,
1P10K 4G,Outros,NAO_ENCONTRADO,1P10K-4G,2026-08-20,False,
1P10K4G,Outros,NAO_ENCONTRADO,1P10K4G,2026-08-20,False,
1P3K 4G,Outros,NAO_ENCONTRADO,1P3K-4G,2026-08-20,False,
1P3K4G,Outros,NAO_ENCONTRADO,1P3K4G,2026-08-20,False,
1P4K,Outros,NAO_ENCONTRADO,1P4K,2026-08-20,False,
1P4K 4G,Outros,NAO_ENCONTRADO,1P4K-4G,2026-08-20,False,
1P4K 4G MONOFASICO 220V 2 MPPT,Outros,NAO_ENCONTRADO,1P4K-4G MONOFÁSICO 220V 2 MPPT,2026-08-20,False,
1P4K4G,Outros,NAO_ENCONTRADO,1P4K4G,2026-08-20,False,
1P5K 4G,Outros,NAO_ENCONTRADO,1P5K-4G,2026-08-20,False,
1P6K 4G,Outros,NAO_ENCONTRADO,1P6K-4G,2026-08-20,False,
1P7 7K,Outros,NAO_ENCONTRADO,1P7.7K,2026-08-20,False,
1P7 7K 5G,Outros,NAO_ENCONTRADO,1P7.7K-5G,2026-08-20,False,
1P7K 46,Outros,NAO_ENCONTRADO,1P7K-46,2026-08-20,False,
1P7K 4G,Outros,NAO_ENCONTRADO,1P7K 4G,2026-08-20,False,
1P7K 4G 1P10K 4G,Outros,NAO_ENCONTRADO,1p7k-4g       - 1p10k-4g,2026-08-20,False,
1P7K 5G,Outros,NAO_ENCONTRADO,1P7K#5G,2026-08-20,False,
1P8K 4G,Outros,NAO_ENCONTRADO,321 - 1P8K-4G,2026-08-20,False,
1P8K 4G 3,Outros,NAO_ENCONTRADO,1P8K- 4G 3,2026-08-20,False,
1P8K 4G 8KW,Outros,NAO_ENCONTRADO,1P8K-4G - 8KW,2026-08-20,False,
1P8K4G8KW,Outros,NAO_ENCONTRADO,1P8K4G8KW,2026-08-20,False,
1P9K 4G,Outros,NAO_ENCONTRADO,1P9K-4G,2026-08-20,False,
1PSYSTEMS,Outros,NAO_ENCONTRADO,1PSYSTEMS,2026-08-20,False,
1SAJ,Outros,NAO_ENCONTRADO,1SAJ,2026-08-20,False,
1SAJ 1 SAJ,SAJ,TOKEN,1SAJ / 1 SAJ,2026-08-17,False,
1SOLIS,Outros,NAO_ENCONTRADO,1SOLIS,2026-08-20,False,
1SOLIS SOLAR,Outros,NAO_ENCONTRADO,1SOLIS SOLAR,2026-08-20,False,
1SUNGROW,Outros,NAO_ENCONTRADO,1SUNGROW,2026-08-20,False,
1UN WEG 2UN DEYE SOLAR,Outros,TOKEN_AMBIGUO,1un WEG 2un DEYE SOLAR,2026-08-20,False,
1X ABB,ABB/FIMER,TOKEN,1X ABB,2026-08-17,False,
1X AP SYSTEMS,Outros,NAO_ENCONTRADO,(1x) AP SYSTEMS,2026-08-20,False,
1X APSYSTEMS,APsystems,TOKEN,(1x) APSYSTEMS,2026-08-17,False,
1X CANADIA SOLAR,Outros,NAO_ENCONTRADO,1X CANADIA SOLAR,2026-08-20,False,
